,ID,Date,Time,Event,Status,Latitude,Longitude,MaxWind
0,EP132015,"[20150825, 20150825, 20150826, 20150826, 20150826, 20150826, 20150827, 20150827, 20150827, 20150827, 20150828, 20150828, 20150828, 20150828, 20150829, 20150829, 20150829, 20150829, 20150830, 20150830, 20150830, 20150830, 20150831, 20150831, 20150831, 20150831, 20150901, 20150901, 20150901, 20150901, 20150902, 20150902, 20150902, 20150902, 20150903, 20150903, 20150903, 20150903, 20150904, 20150904, 20150904, 20150904, 20150905, 20150905, 20150905, 20150905, 20150906, 20150906, 20150906, 20150906, 20150907, 20150907, 20150907, 20150907, 20150908, 20150908, 20150908, 20150908, 20150909, 20150909, 20150909, 20150909, 20150910]","[1200, 1800, 0, 600, 1200, 1800, 0, 600, 1200, 1800, 0, 600, 1200, 1800, 0, 600, 1200, 1800, 0, 600, 1200, 1800, 0, 600, 1200, 1800, 0, 600, 1200, 1800, 0, 600, 1200, 1800, 0, 600, 1200, 1800, 0, 600, 1200, 1800, 0, 600, 1200, 1800, 0, 600, 1200, 1800, 0, 600, 1200, 1800, 0, 600, 1200, 1800, 0, 600, 1200, 1800, 0]","['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","[' LO', ' LO', ' LO', ' LO', ' TD', ' TD', ' TD', ' TS', ' TS', ' TS', ' TS', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' HU', ' TS', ' TS', ' TS', ' TS', ' TS', ' TS', ' TS', ' TS', ' TS', ' TS', ' TS', ' TS', ' TS', ' TS', ' TS', ' TD', ' TD', ' LO']","[9.7, 9.9, 10.0, 10.1, 10.4, 10.8, 11.5, 12.2, 12.4, 12.4, 12.3, 12.2, 12.3, 12.3, 12.3, 12.2, 12.4, 12.7, 13.0, 13.4, 14.0, 14.5, 14.9, 15.2, 15.4, 15.8, 16.1, 16.3, 16.6, 16.8, 17.1, 17.4, 17.6, 17.9, 18.2, 18.4, 18.6, 18.9, 19.2, 19.4, 19.6, 19.9, 20.2, 20.6, 21.0, 21.5, 22.1, 22.9, 23.7, 24.5, 25.3, 25.9, 26.1, 26.2, 26.3, 26.3, 26.3, 26.2, 26.0, 25.8, 25.5, 25.0, 24.7]","[104.9, 106.1, 107.5, 109.2, 110.9, 112.6, 114.1, 115.7, 117.1, 118.3, 119.4, 120.5, 121.5, 122.6, 123.6, 124.4, 125.1, 125.9, 126.9, 127.8, 129.0, 130.3, 131.8, 133.3, 134.7, 136.2, 137.5, 138.7, 139.6, 140.4, 141.2, 141.9, 142.4, 142.9, 143.3, 143.5, 143.7, 144.0, 144.4, 144.6, 144.9, 145.2, 145.5, 145.8, 146.1, 146.5, 146.9, 147.3, 147.7, 148.2, 148.8, 149.4, 149.8, 150.2, 150.6, 151.2, 152.1, 152.8, 153.6, 154.5, 155.2, 156.0, 156.8]","[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 30.0, 35.0, 40.0, 50.0, 60.0, 70.0, 80.0, 95.0, 115.0, 135.0, 130.0, 125.0, 120.0, 120.0, 120.0, 125.0, 130.0, 130.0, 130.0, 125.0, 120.0, 115.0, 105.0, 105.0, 100.0, 100.0, 95.0, 90.0, 90.0, 90.0, 90.0, 90.0, 85.0, 80.0, 75.0, 70.0, 65.0, 70.0, 65.0, 60.0, 55.0, 50.0, 50.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 50.0, 50.0, 45.0, 40.0, 30.0, 30.0, 30.0]"
